jour,mois,annee,typologie,influence,nom_poll,valeur_poll
9,2,2024,Périurbaine,Fond,O3,55.1
2,2,2024,Périurbaine,Fond,O3,59.8
9,2,2024,Périurbaine,Fond,O3,60.4
3,10,2023,Périurbaine,Industrielle,PM10,22.1
4,10,2023,Périurbaine,Industrielle,PM10,11.3
10,7,2024,Périurbaine,Trafic,PM10,10.1
11,7,2024,Périurbaine,Trafic,PM10,15.5
9,7,2024,Périurbaine,Trafic,PM10,13.2
9,2,2024,Périurbaine,Fond,O3,38.7
9,2,2024,Périurbaine,Fond,O3,48.6
9,7,2024,Périurbaine,Trafic,NOX,8.4
9,2,2024,Périurbaine,Industrielle,PM2.5,17.8
9,7,2024,Périurbaine,Trafic,NOX,13.0
26,10,2023,Périurbaine,Fond,O3,48.5
2,11,2024,Périurbaine,Fond,O3,45.7
2,11,2024,Périurbaine,Fond,O3,30.3
9,2,2024,Périurbaine,Trafic,NO,4.4
9,2,2024,Périurbaine,Industrielle,NO,1.9
22,9,2022,Périurbaine,Trafic,NOX,34.4
3,10,2023,Périurbaine,Fond,O3,69.0
4,10,2023,Périurbaine,Fond,O3,69.7
23,9,2022,Périurbaine,Trafic,NOX,20.1
24,9,2022,Périurbaine,Trafic,NOX,9.9
25,9,2022,Périurbaine,Trafic,NOX,13.2
26,9,2022,Périurbaine,Trafic,NOX,17.7
27,9,2022,Périurbaine,Trafic,NOX,8.9
28,9,2022,Périurbaine,Trafic,NOX,10.7
29,9,2022,Périurbaine,Trafic,NOX,15.5
30,9,2022,Périurbaine,Trafic,NOX,12.4
1,10,2022,Périurbaine,Trafic,NOX,12.6
2,10,2022,Périurbaine,Trafic,NOX,19.0
3,10,2022,Périurbaine,Trafic,NOX,33.7
4,10,2022,Périurbaine,Trafic,NOX,50.0
5,10,2022,Périurbaine,Trafic,NOX,18.1
6,10,2022,Périurbaine,Trafic,NOX,31.7
7,10,2022,Périurbaine,Trafic,NOX,29.3
8,10,2022,Périurbaine,Trafic,NOX,17.8
9,10,2022,Périurbaine,Trafic,NOX,19.3
10,10,2022,Périurbaine,Trafic,NOX,9.9
11,10,2022,Périurbaine,Trafic,NOX,32.0
12,10,2022,Périurbaine,Trafic,NOX,29.2
13,10,2022,Périurbaine,Trafic,NOX,21.4
14,10,2022,Périurbaine,Trafic,NOX,24.1
15,10,2022,Périurbaine,Trafic,NOX,20.0
16,10,2022,Périurbaine,Trafic,NOX,3.7
17,10,2022,Périurbaine,Trafic,NOX,8.7
19,10,2022,Périurbaine,Trafic,NOX,9.4
20,10,2022,Périurbaine,Trafic,NOX,14.5
21,10,2022,Périurbaine,Trafic,NOX,49.2
22,10,2022,Périurbaine,Trafic,NOX,18.2
23,10,2022,Périurbaine,Trafic,NOX,9.8
24,10,2022,Périurbaine,Trafic,NOX,52.8
25,10,2022,Périurbaine,Trafic,NOX,42.1
26,10,2022,Périurbaine,Trafic,NOX,28.6
27,10,2022,Périurbaine,Trafic,NOX,9.8
28,10,2022,Périurbaine,Trafic,NOX,10.3
29,10,2022,Périurbaine,Trafic,NOX,5.3
30,10,2022,Périurbaine,Trafic,NOX,6.6
31,10,2022,Périurbaine,Trafic,NOX,19.4
1,11,2022,Périurbaine,Trafic,NOX,21.3
2,11,2022,Périurbaine,Trafic,NOX,48.2
3,11,2022,Périurbaine,Trafic,NOX,12.7
4,11,2022,Périurbaine,Trafic,NOX,9.5
6,11,2022,Périurbaine,Trafic,NOX,25.8
7,11,2022,Périurbaine,Trafic,NOX,28.4
8,11,2022,Périurbaine,Trafic,NOX,23.9
9,11,2022,Périurbaine,Trafic,NOX,26.4
10,11,2022,Périurbaine,Trafic,NOX,82.0
11,11,2022,Périurbaine,Trafic,NOX,15.6
12,11,2022,Périurbaine,Trafic,NOX,7.2
13,11,2022,Périurbaine,Trafic,NOX,15.7
14,11,2022,Périurbaine,Trafic,NOX,20.5
15,11,2022,Périurbaine,Trafic,NOX,16.0
16,11,2022,Périurbaine,Trafic,NOX,39.7
17,11,2022,Périurbaine,Trafic,NOX,25.6
18,11,2022,Périurbaine,Trafic,NOX,10.5
19,11,2022,Périurbaine,Trafic,NOX,6.9
20,11,2022,Périurbaine,Trafic,NOX,16.9
21,11,2022,Périurbaine,Trafic,NOX,13.7
22,11,2022,Périurbaine,Trafic,NOX,28.2
23,11,2022,Périurbaine,Trafic,NOX,18.2
24,11,2022,Périurbaine,Trafic,NOX,68.2
25,11,2022,Périurbaine,Trafic,NOX,27.0
26,11,2022,Périurbaine,Trafic,NOX,76.1
27,11,2022,Périurbaine,Trafic,NOX,33.2
28,11,2022,Périurbaine,Trafic,NOX,13.6
29,11,2022,Périurbaine,Trafic,NOX,22.7
30,11,2022,Périurbaine,Trafic,NOX,32.0
1,12,2022,Périurbaine,Trafic,NOX,19.7
3,12,2022,Périurbaine,Trafic,NOX,33.3
4,12,2022,Périurbaine,Trafic,NOX,39.1
5,12,2022,Périurbaine,Trafic,NOX,71.4
6,12,2022,Périurbaine,Trafic,NOX,74.2
7,12,2022,Périurbaine,Trafic,NOX,111.5
8,12,2022,Périurbaine,Trafic,NOX,33.1
9,12,2022,Périurbaine,Trafic,NOX,33.0
10,12,2022,Périurbaine,Trafic,NOX,17.9
11,12,2022,Périurbaine,Trafic,NOX,51.5
12,12,2022,Périurbaine,Trafic,NOX,100.6
13,12,2022,Périurbaine,Trafic,NOX,51.0
14,12,2022,Périurbaine,Trafic,NOX,42.7
15,12,2022,Périurbaine,Trafic,NOX,35.5
16,12,2022,Périurbaine,Trafic,NOX,35.4
17,12,2022,Périurbaine,Trafic,NOX,34.0
18,12,2022,Périurbaine,Trafic,NOX,18.8
19,12,2022,Périurbaine,Trafic,NOX,12.9
20,12,2022,Périurbaine,Trafic,NOX,14.5
21,12,2022,Périurbaine,Trafic,NOX,62.9
22,12,2022,Périurbaine,Trafic,NOX,33.7
23,12,2022,Périurbaine,Trafic,NOX,73.1
24,12,2022,Périurbaine,Trafic,NOX,54.6
25,12,2022,Périurbaine,Trafic,NOX,13.9
26,12,2022,Périurbaine,Trafic,NOX,31.0
27,12,2022,Périurbaine,Trafic,NOX,66.1
28,12,2022,Périurbaine,Trafic,NOX,35.7
30,12,2022,Périurbaine,Trafic,NOX,17.7
31,12,2022,Périurbaine,Trafic,NOX,7.7
3,1,2023,Périurbaine,Trafic,NOX,33.5
4,1,2023,Périurbaine,Trafic,NOX,65.3
5,1,2023,Périurbaine,Trafic,NOX,84.1
2,1,2023,Périurbaine,Trafic,NOX,19.1
6,1,2023,Périurbaine,Trafic,NOX,66.7
7,1,2023,Périurbaine,Trafic,NOX,9.1
8,1,2023,Périurbaine,Trafic,NOX,14.0
9,1,2023,Périurbaine,Trafic,NOX,14.2
10,1,2023,Périurbaine,Trafic,NOX,64.5
11,1,2023,Périurbaine,Trafic,NOX,41.9
12,1,2023,Périurbaine,Trafic,NOX,98.4
13,1,2023,Périurbaine,Trafic,NOX,35.6
14,1,2023,Périurbaine,Trafic,NOX,39.7
15,1,2023,Périurbaine,Trafic,NOX,16.3
16,1,2023,Périurbaine,Trafic,NOX,19.0
17,1,2023,Périurbaine,Trafic,NOX,11.7
18,1,2023,Périurbaine,Trafic,NOX,12.1
20,1,2023,Périurbaine,Trafic,NOX,26.5
21,1,2023,Périurbaine,Trafic,NOX,26.1
22,1,2023,Périurbaine,Trafic,NOX,12.5
23,1,2023,Périurbaine,Trafic,NOX,17.1
24,1,2023,Périurbaine,Trafic,NOX,27.0
25,1,2023,Périurbaine,Trafic,NOX,27.0
26,1,2023,Périurbaine,Trafic,NOX,22.3
27,1,2023,Périurbaine,Trafic,NOX,16.5
28,1,2023,Périurbaine,Trafic,NOX,15.8
29,1,2023,Périurbaine,Trafic,NOX,13.6
30,1,2023,Périurbaine,Trafic,NOX,22.9
31,1,2023,Périurbaine,Trafic,NOX,26.7
1,2,2023,Périurbaine,Trafic,NOX,23.8
2,2,2023,Périurbaine,Trafic,NOX,43.5
3,2,2023,Périurbaine,Trafic,NOX,42.3
4,2,2023,Périurbaine,Trafic,NOX,22.0
5,2,2023,Périurbaine,Trafic,NOX,11.3
6,2,2023,Périurbaine,Trafic,NOX,39.8
7,2,2023,Périurbaine,Trafic,NOX,33.1
8,2,2023,Périurbaine,Trafic,NOX,40.5
9,2,2023,Périurbaine,Trafic,NOX,66.3
10,2,2023,Périurbaine,Trafic,NOX,67.2
11,2,2023,Périurbaine,Trafic,NOX,33.4
12,2,2023,Périurbaine,Trafic,NOX,13.9
13,2,2023,Périurbaine,Trafic,NOX,39.7
14,2,2023,Périurbaine,Trafic,NOX,13.1
16,2,2023,Périurbaine,Trafic,NOX,69.1
17,2,2023,Périurbaine,Trafic,NOX,66.6
18,2,2023,Périurbaine,Trafic,NOX,36.6
19,2,2023,Périurbaine,Trafic,NOX,25.5
20,2,2023,Périurbaine,Trafic,NOX,40.8
21,2,2023,Périurbaine,Trafic,NOX,17.4
22,2,2023,Périurbaine,Trafic,NOX,25.0
23,2,2023,Périurbaine,Trafic,NOX,23.0
24,2,2023,Périurbaine,Trafic,NOX,20.0
25,2,2023,Périurbaine,Trafic,NOX,30.6
26,2,2023,Périurbaine,Trafic,NOX,10.3
27,2,2023,Périurbaine,Trafic,NOX,14.7
28,2,2023,Périurbaine,Trafic,NOX,18.9
1,3,2023,Périurbaine,Trafic,NOX,36.3
2,3,2023,Périurbaine,Trafic,NOX,20.4
3,3,2023,Périurbaine,Trafic,NOX,29.0
4,3,2023,Périurbaine,Trafic,NOX,34.5
5,3,2023,Périurbaine,Trafic,NOX,28.5
6,3,2023,Périurbaine,Trafic,NOX,49.0
7,3,2023,Périurbaine,Trafic,NOX,59.8
8,3,2023,Périurbaine,Trafic,NOX,29.6
9,3,2023,Périurbaine,Trafic,NOX,45.7
10,3,2023,Périurbaine,Trafic,NOX,11.6
11,3,2023,Périurbaine,Trafic,NOX,5.1
12,3,2023,Périurbaine,Trafic,NOX,13.7
13,3,2023,Périurbaine,Trafic,NOX,22.4
15,3,2023,Périurbaine,Trafic,NOX,25.1
16,3,2023,Périurbaine,Trafic,NOX,18.8
18,3,2023,Périurbaine,Trafic,NOX,12.2
19,3,2023,Périurbaine,Trafic,NOX,11.6
20,3,2023,Périurbaine,Trafic,NOX,32.6
21,3,2023,Périurbaine,Trafic,NOX,50.4
22,3,2023,Périurbaine,Trafic,NOX,32.2
23,3,2023,Périurbaine,Trafic,NOX,9.0
24,3,2023,Périurbaine,Trafic,NOX,13.4
25,3,2023,Périurbaine,Trafic,NOX,15.4
26,3,2023,Périurbaine,Trafic,NOX,7.7
27,3,2023,Périurbaine,Trafic,NOX,16.6
28,3,2023,Périurbaine,Trafic,NOX,27.6
29,3,2023,Périurbaine,Trafic,NOX,19.2
30,3,2023,Périurbaine,Trafic,NOX,21.2
31,3,2023,Périurbaine,Trafic,NOX,16.7
1,4,2023,Périurbaine,Trafic,NOX,8.1
2,4,2023,Périurbaine,Trafic,NOX,7.1
3,4,2023,Périurbaine,Trafic,NOX,17.7
4,4,2023,Périurbaine,Trafic,NOX,14.7
5,4,2023,Périurbaine,Trafic,NOX,20.7
6,4,2023,Périurbaine,Trafic,NOX,28.1
7,4,2023,Périurbaine,Trafic,NOX,27.8
8,4,2023,Périurbaine,Trafic,NOX,29.7
9,4,2023,Périurbaine,Trafic,NOX,23.6
11,4,2023,Périurbaine,Trafic,NOX,18.8
12,4,2023,Périurbaine,Trafic,NOX,21.6
13,4,2023,Périurbaine,Trafic,NOX,10.5
14,4,2023,Périurbaine,Trafic,NOX,11.0
15,4,2023,Périurbaine,Trafic,NOX,7.4
16,4,2023,Périurbaine,Trafic,NOX,9.7
17,4,2023,Périurbaine,Trafic,NOX,16.1
18,4,2023,Périurbaine,Trafic,NOX,26.5
19,4,2023,Périurbaine,Trafic,NOX,20.7
20,4,2023,Périurbaine,Trafic,NOX,34.7
21,4,2023,Périurbaine,Trafic,NOX,10.7
22,4,2023,Périurbaine,Trafic,NOX,16.9
23,4,2023,Périurbaine,Trafic,NOX,13.4
24,4,2023,Périurbaine,Trafic,NOX,12.4
25,4,2023,Périurbaine,Trafic,NOX,17.1
26,4,2023,Périurbaine,Trafic,NOX,30.0
27,4,2023,Périurbaine,Trafic,NOX,23.8
28,4,2023,Périurbaine,Trafic,NOX,8.7
29,4,2023,Périurbaine,Trafic,NOX,7.9
30,4,2023,Périurbaine,Trafic,NOX,6.7
1,5,2023,Périurbaine,Trafic,NOX,7.9
2,5,2023,Périurbaine,Trafic,NOX,25.0
3,5,2023,Périurbaine,Trafic,NOX,20.0
4,5,2023,Périurbaine,Trafic,NOX,12.8
5,5,2023,Périurbaine,Trafic,NOX,14.5
6,5,2023,Périurbaine,Trafic,NOX,6.4
8,5,2023,Périurbaine,Trafic,NOX,12.1
9,5,2023,Périurbaine,Trafic,NOX,20.1
10,5,2023,Périurbaine,Trafic,NOX,9.8
11,5,2023,Périurbaine,Trafic,NOX,8.8
12,5,2023,Périurbaine,Trafic,NOX,10.3
13,5,2023,Périurbaine,Trafic,NOX,9.0
14,5,2023,Périurbaine,Trafic,NOX,7.7
15,5,2023,Périurbaine,Trafic,NOX,9.5
16,5,2023,Périurbaine,Trafic,NOX,11.6
17,5,2023,Périurbaine,Trafic,NOX,13.2
18,5,2023,Périurbaine,Trafic,NOX,10.6
19,5,2023,Périurbaine,Trafic,NOX,9.5
23,5,2023,Périurbaine,Trafic,NOX,11.3
24,5,2023,Périurbaine,Trafic,NOX,10.0
25,5,2023,Périurbaine,Trafic,NOX,10.9
26,5,2023,Périurbaine,Trafic,NOX,20.5
27,5,2023,Périurbaine,Trafic,NOX,17.2
28,5,2023,Périurbaine,Trafic,NOX,9.3
29,5,2023,Périurbaine,Trafic,NOX,9.7
30,5,2023,Périurbaine,Trafic,NOX,15.2
1,6,2023,Périurbaine,Trafic,NOX,13.6
2,6,2023,Périurbaine,Trafic,NOX,25.2
3,6,2023,Périurbaine,Trafic,NOX,11.6
4,6,2023,Périurbaine,Trafic,NOX,4.8
5,6,2023,Périurbaine,Trafic,NOX,14.3
6,6,2023,Périurbaine,Trafic,NOX,15.8
7,6,2023,Périurbaine,Trafic,NOX,12.4
8,6,2023,Périurbaine,Trafic,NOX,8.1
9,6,2023,Périurbaine,Trafic,NOX,14.7
10,6,2023,Périurbaine,Trafic,NOX,11.9
11,6,2023,Périurbaine,Trafic,NOX,13.1
12,6,2023,Périurbaine,Trafic,NOX,20.4
13,6,2023,Périurbaine,Trafic,NOX,15.7
14,6,2023,Périurbaine,Trafic,NOX,9.3
15,6,2023,Périurbaine,Trafic,NOX,12.0
16,6,2023,Périurbaine,Trafic,NOX,26.3
17,6,2023,Périurbaine,Trafic,NOX,12.2
19,6,2023,Périurbaine,Trafic,NOX,10.8
20,6,2023,Périurbaine,Trafic,NOX,12.9
21,6,2023,Périurbaine,Trafic,NOX,15.8
22,6,2023,Périurbaine,Trafic,NOX,9.6
23,6,2023,Périurbaine,Trafic,NOX,14.0
24,6,2023,Périurbaine,Trafic,NOX,16.4
25,6,2023,Périurbaine,Trafic,NOX,11.4
26,6,2023,Périurbaine,Trafic,NOX,11.5
27,6,2023,Périurbaine,Trafic,NOX,13.9
28,6,2023,Périurbaine,Trafic,NOX,14.1
29,6,2023,Périurbaine,Trafic,NOX,11.8
30,6,2023,Périurbaine,Trafic,NOX,10.9
1,7,2023,Périurbaine,Trafic,NOX,6.7
2,7,2023,Périurbaine,Trafic,NOX,7.8
3,7,2023,Périurbaine,Trafic,NOX,14.7
4,7,2023,Périurbaine,Trafic,NOX,21.8
5,7,2023,Périurbaine,Trafic,NOX,12.5
6,7,2023,Périurbaine,Trafic,NOX,15.4
7,7,2023,Périurbaine,Trafic,NOX,9.7
8,7,2023,Périurbaine,Trafic,NOX,6.0
9,7,2023,Périurbaine,Trafic,NOX,10.1
10,7,2023,Périurbaine,Trafic,NOX,16.3
11,7,2023,Périurbaine,Trafic,NOX,12.6
12,7,2023,Périurbaine,Trafic,NOX,9.7
13,7,2023,Périurbaine,Trafic,NOX,15.6
14,7,2023,Périurbaine,Trafic,NOX,11.3
16,7,2023,Périurbaine,Trafic,NOX,8.3
17,7,2023,Périurbaine,Trafic,NOX,12.9
18,7,2023,Périurbaine,Trafic,NOX,13.8
19,7,2023,Périurbaine,Trafic,NOX,8.6
20,7,2023,Périurbaine,Trafic,NOX,10.7
21,7,2023,Périurbaine,Trafic,NOX,8.4
22,7,2023,Périurbaine,Trafic,NOX,9.2
23,7,2023,Périurbaine,Trafic,NOX,14.1
24,7,2023,Périurbaine,Trafic,NOX,9.0
25,7,2023,Périurbaine,Trafic,NOX,7.8
26,7,2023,Périurbaine,Trafic,NOX,10.8
27,7,2023,Périurbaine,Trafic,NOX,15.5
28,7,2023,Périurbaine,Trafic,NOX,15.5
29,7,2023,Périurbaine,Trafic,NOX,14.7
30,7,2023,Périurbaine,Trafic,NOX,7.6
31,7,2023,Périurbaine,Trafic,NOX,10.3
1,8,2023,Périurbaine,Trafic,NOX,9.0
2,8,2023,Périurbaine,Trafic,NOX,11.9
3,8,2023,Périurbaine,Trafic,NOX,6.7
4,8,2023,Périurbaine,Trafic,NOX,7.1
5,8,2023,Périurbaine,Trafic,NOX,6.4
6,8,2023,Périurbaine,Trafic,NOX,10.1
7,8,2023,Périurbaine,Trafic,NOX,11.4
8,8,2023,Périurbaine,Trafic,NOX,20.5
9,8,2023,Périurbaine,Trafic,NOX,33.2
10,8,2023,Périurbaine,Trafic,NOX,11.4
12,8,2023,Périurbaine,Trafic,NOX,11.3
13,8,2023,Périurbaine,Trafic,NOX,6.1
12,9,2023,Périurbaine,Trafic,NOX,17.5
22,9,2022,Périurbaine,Trafic,NOX,42.8
9,2,2024,Périurbaine,Fond,NO2,5.0
9,2,2024,Périurbaine,Trafic,NO2,18.6
15,8,2023,Périurbaine,Trafic,NOX,8.0
16,8,2023,Périurbaine,Trafic,NOX,10.7
17,8,2023,Périurbaine,Trafic,NOX,10.4
18,8,2023,Périurbaine,Trafic,NOX,9.6
19,8,2023,Périurbaine,Trafic,NOX,8.1
20,8,2023,Périurbaine,Trafic,NOX,12.0
11,9,2023,Périurbaine,Trafic,NOX,10.9
23,9,2022,Périurbaine,Trafic,NOX,22.0
24,9,2022,Périurbaine,Trafic,NOX,11.0
25,9,2022,Périurbaine,Trafic,NOX,15.0
26,9,2022,Périurbaine,Trafic,NOX,22.4
27,9,2022,Périurbaine,Trafic,NOX,10.2
28,9,2022,Périurbaine,Trafic,NOX,9.4
29,9,2022,Périurbaine,Trafic,NOX,16.9
30,9,2022,Périurbaine,Trafic,NOX,15.3
1,10,2022,Périurbaine,Trafic,NOX,18.4
2,10,2022,Périurbaine,Trafic,NOX,27.6
3,10,2022,Périurbaine,Trafic,NOX,46.9
4,10,2022,Périurbaine,Trafic,NOX,72.2
5,10,2022,Périurbaine,Trafic,NOX,26.3
6,10,2022,Périurbaine,Trafic,NOX,57.2
7,10,2022,Périurbaine,Trafic,NOX,42.6
8,10,2022,Périurbaine,Trafic,NOX,24.0
9,10,2022,Périurbaine,Trafic,NOX,26.1
10,10,2022,Périurbaine,Trafic,NOX,13.8
11,10,2022,Périurbaine,Trafic,NOX,53.8
12,10,2022,Périurbaine,Trafic,NOX,33.4
13,10,2022,Périurbaine,Trafic,NOX,28.3
14,10,2022,Périurbaine,Trafic,NOX,27.3
15,10,2022,Périurbaine,Trafic,NOX,26.7
17,10,2022,Périurbaine,Trafic,NOX,9.2
18,10,2022,Périurbaine,Trafic,NOX,9.8
19,10,2022,Périurbaine,Trafic,NOX,10.6
20,10,2022,Périurbaine,Trafic,NOX,20.3
21,10,2022,Périurbaine,Trafic,NOX,53.0
22,10,2022,Périurbaine,Trafic,NOX,30.4
23,10,2022,Périurbaine,Trafic,NOX,14.6
24,10,2022,Périurbaine,Trafic,NOX,74.4
25,10,2022,Périurbaine,Trafic,NOX,47.8
26,10,2022,Périurbaine,Trafic,NOX,32.7
27,10,2022,Périurbaine,Trafic,NOX,11.9
28,10,2022,Périurbaine,Trafic,NOX,11.1
29,10,2022,Périurbaine,Trafic,NOX,8.0
30,10,2022,Périurbaine,Trafic,NOX,10.2
31,10,2022,Périurbaine,Trafic,NOX,31.5
1,11,2022,Périurbaine,Trafic,NOX,34.9
2,11,2022,Périurbaine,Trafic,NOX,66.1
3,11,2022,Périurbaine,Trafic,NOX,15.7
4,11,2022,Périurbaine,Trafic,NOX,9.7
5,11,2022,Périurbaine,Trafic,NOX,72.0
6,11,2022,Périurbaine,Trafic,NOX,35.1
7,11,2022,Périurbaine,Trafic,NOX,34.7
8,11,2022,Périurbaine,Trafic,NOX,38.6
9,11,2022,Périurbaine,Trafic,NOX,30.4
10,11,2022,Périurbaine,Trafic,NOX,110.8
11,11,2022,Périurbaine,Trafic,NOX,20.8
4,1,2023,Périurbaine,Trafic,NOX,76.9
5,1,2023,Périurbaine,Trafic,NOX,111.8
12,11,2022,Périurbaine,Trafic,NOX,10.3
13,11,2022,Périurbaine,Trafic,NOX,24.1
14,11,2022,Périurbaine,Trafic,NOX,29.0
15,11,2022,Périurbaine,Trafic,NOX,22.3
16,11,2022,Périurbaine,Trafic,NOX,42.1
17,11,2022,Périurbaine,Trafic,NOX,21.2
18,11,2022,Périurbaine,Trafic,NOX,17.3
19,11,2022,Périurbaine,Trafic,NOX,7.2
20,11,2022,Périurbaine,Trafic,NOX,24.3
21,11,2022,Périurbaine,Trafic,NOX,18.0
22,11,2022,Périurbaine,Trafic,NOX,29.4
23,11,2022,Périurbaine,Trafic,NOX,27.3
24,11,2022,Périurbaine,Trafic,NOX,93.4
25,11,2022,Périurbaine,Trafic,NOX,33.0
26,11,2022,Périurbaine,Trafic,NOX,95.5
27,11,2022,Périurbaine,Trafic,NOX,42.4
28,11,2022,Périurbaine,Trafic,NOX,14.0
29,11,2022,Périurbaine,Trafic,NOX,32.3
30,11,2022,Périurbaine,Trafic,NOX,43.6
1,12,2022,Périurbaine,Trafic,NOX,27.9
2,12,2022,Périurbaine,Trafic,NOX,48.7
3,12,2022,Périurbaine,Trafic,NOX,48.9
4,12,2022,Périurbaine,Trafic,NOX,55.9
5,12,2022,Périurbaine,Trafic,NOX,98.1
6,12,2022,Périurbaine,Trafic,NOX,114.0
7,12,2022,Périurbaine,Trafic,NOX,137.3
8,12,2022,Périurbaine,Trafic,NOX,41.1
10,12,2022,Périurbaine,Trafic,NOX,21.3
11,12,2022,Périurbaine,Trafic,NOX,75.2
12,12,2022,Périurbaine,Trafic,NOX,116.3
13,12,2022,Périurbaine,Trafic,NOX,49.8
14,12,2022,Périurbaine,Trafic,NOX,51.1
15,12,2022,Périurbaine,Trafic,NOX,52.4
16,12,2022,Périurbaine,Trafic,NOX,48.6
17,12,2022,Périurbaine,Trafic,NOX,41.5
18,12,2022,Périurbaine,Trafic,NOX,25.8
19,12,2022,Périurbaine,Trafic,NOX,19.5
20,12,2022,Périurbaine,Trafic,NOX,20.7
21,12,2022,Périurbaine,Trafic,NOX,87.4
22,12,2022,Périurbaine,Trafic,NOX,43.0
23,12,2022,Périurbaine,Trafic,NOX,117.9
24,12,2022,Périurbaine,Trafic,NOX,73.1
25,12,2022,Périurbaine,Trafic,NOX,17.8
26,12,2022,Périurbaine,Trafic,NOX,43.3
27,12,2022,Périurbaine,Trafic,NOX,102.3
28,12,2022,Périurbaine,Trafic,NOX,44.0
29,12,2022,Périurbaine,Trafic,NOX,30.7
30,12,2022,Périurbaine,Trafic,NOX,22.1
31,12,2022,Périurbaine,Trafic,NOX,10.5
2,1,2023,Périurbaine,Trafic,NOX,21.0
6,1,2023,Périurbaine,Trafic,NOX,86.2
7,1,2023,Périurbaine,Trafic,NOX,14.1
8,1,2023,Périurbaine,Trafic,NOX,18.7
9,1,2023,Périurbaine,Trafic,NOX,10.8
10,1,2023,Périurbaine,Trafic,NOX,89.7
12,1,2023,Périurbaine,Trafic,NOX,125.9
13,1,2023,Périurbaine,Trafic,NOX,41.6
14,1,2023,Périurbaine,Trafic,NOX,43.4
15,1,2023,Périurbaine,Trafic,NOX,14.6
16,1,2023,Périurbaine,Trafic,NOX,14.7
17,1,2023,Périurbaine,Trafic,NOX,10.6
18,1,2023,Périurbaine,Trafic,NOX,13.0
19,1,2023,Périurbaine,Trafic,NOX,14.2
20,1,2023,Périurbaine,Trafic,NOX,27.9
21,1,2023,Périurbaine,Trafic,NOX,14.4
23,1,2023,Périurbaine,Trafic,NOX,15.8
24,1,2023,Périurbaine,Trafic,NOX,38.7
25,1,2023,Périurbaine,Trafic,NOX,25.9
26,1,2023,Périurbaine,Trafic,NOX,17.9
27,1,2023,Périurbaine,Trafic,NOX,13.8
29,1,2023,Périurbaine,Trafic,NOX,17.1
30,1,2023,Périurbaine,Trafic,NOX,24.0
31,1,2023,Périurbaine,Trafic,NOX,36.2
1,2,2023,Périurbaine,Trafic,NOX,24.3
2,2,2023,Périurbaine,Trafic,NOX,53.9
3,2,2023,Périurbaine,Trafic,NOX,57.8
4,2,2023,Périurbaine,Trafic,NOX,22.5
5,2,2023,Périurbaine,Trafic,NOX,11.2
6,2,2023,Périurbaine,Trafic,NOX,56.6
7,2,2023,Périurbaine,Trafic,NOX,29.4
8,2,2023,Périurbaine,Trafic,NOX,55.5
9,2,2023,Périurbaine,Trafic,NOX,78.0
10,2,2023,Périurbaine,Trafic,NOX,81.7
11,2,2023,Périurbaine,Trafic,NOX,37.1
12,2,2023,Périurbaine,Trafic,NOX,24.8
13,2,2023,Périurbaine,Trafic,NOX,50.9
14,2,2023,Périurbaine,Trafic,NOX,15.9
15,2,2023,Périurbaine,Trafic,NOX,32.3
16,2,2023,Périurbaine,Trafic,NOX,95.6
17,2,2023,Périurbaine,Trafic,NOX,89.9
18,2,2023,Périurbaine,Trafic,NOX,48.0
19,2,2023,Périurbaine,Trafic,NOX,34.2
20,2,2023,Périurbaine,Trafic,NOX,46.3
21,2,2023,Périurbaine,Trafic,NOX,18.8
22,2,2023,Périurbaine,Trafic,NOX,31.7
23,2,2023,Périurbaine,Trafic,NOX,29.3
24,2,2023,Périurbaine,Trafic,NOX,26.9
25,2,2023,Périurbaine,Trafic,NOX,36.2
27,2,2023,Périurbaine,Trafic,NOX,12.9
28,2,2023,Périurbaine,Trafic,NOX,20.7
1,3,2023,Périurbaine,Trafic,NOX,38.1
2,3,2023,Périurbaine,Trafic,NOX,23.9
3,3,2023,Périurbaine,Trafic,NOX,34.8
4,3,2023,Périurbaine,Trafic,NOX,41.4
5,3,2023,Périurbaine,Trafic,NOX,46.2
6,3,2023,Périurbaine,Trafic,NOX,65.0
7,3,2023,Périurbaine,Trafic,NOX,74.7
8,3,2023,Périurbaine,Trafic,NOX,38.8
9,3,2023,Périurbaine,Trafic,NOX,47.1
10,3,2023,Périurbaine,Trafic,NOX,12.0
11,3,2023,Périurbaine,Trafic,NOX,4.7
12,3,2023,Périurbaine,Trafic,NOX,16.3
13,3,2023,Périurbaine,Trafic,NOX,31.8
14,3,2023,Périurbaine,Trafic,NOX,8.8
15,3,2023,Périurbaine,Trafic,NOX,36.0
16,3,2023,Périurbaine,Trafic,NOX,26.4
17,3,2023,Périurbaine,Trafic,NOX,9.9
18,3,2023,Périurbaine,Trafic,NOX,15.5
19,3,2023,Périurbaine,Trafic,NOX,10.4
20,3,2023,Périurbaine,Trafic,NOX,43.3
21,3,2023,Périurbaine,Trafic,NOX,64.3
22,3,2023,Périurbaine,Trafic,NOX,35.7
23,3,2023,Périurbaine,Trafic,NOX,11.4
24,3,2023,Périurbaine,Trafic,NOX,17.8
25,3,2023,Périurbaine,Trafic,NOX,21.4
26,3,2023,Périurbaine,Trafic,NOX,6.6
28,3,2023,Périurbaine,Trafic,NOX,28.0
29,3,2023,Périurbaine,Trafic,NOX,22.3
